equation,underlying,strike,expiry,entry_ist,exit_ist,lots,lot_size,notional_rupees,entry_ce,entry_pe,future,exit_ce,exit_pe,entry_gap_frac,gap_rupees,cs_spread_frac,statutory_cost_rupees,floor_cost_rupees,upper_cost_rupees,gross_rupees,net_floor_rupees,net_upper_rupees,result_R_floor,exit_reason,regime
parity,NIFTY,24800.0,2026-09-29,2026-08-28 10:36 IST,2026-08-28 10:36 IST,1,75,1826318.0,96.8,528.35,24350.9,96.8,528.35,0.00062,1124.82,0.0032,648.62,659.87,6638.74,0.0,-659.87,-6638.74,-0.66,banked (gap < cost),sideways/calm
parity,NIFTY,24700.0,2026-09-29,2026-08-28 10:37 IST,2026-08-28 10:37 IST,1,75,1826775.0,126.8,455.9,24357.0,126.8,455.9,0.00049,896.32,0.00016,640.57,651.82,944.24,0.0,-651.82,-944.24,-0.652,banked (gap < cost),sideways/calm
parity,NIFTY,23800.0,2026-09-29,2026-08-28 10:38 IST,2026-08-28 10:38 IST,1,75,1826407.0,654.65,93.0,24352.1,654.65,93.0,0.00052,951.58,0.00335,671.44,682.69,6974.35,0.0,-682.69,-6974.35,-0.683,banked (gap < cost),sideways/calm
parity,NIFTY,24000.0,2026-09-29,2026-08-28 10:38 IST,2026-08-28 10:38 IST,1,75,1826407.0,500.55,138.75,24352.1,500.55,138.75,0.00048,877.59,0.0015,651.55,662.8,3458.74,0.0,-662.8,-3458.74,-0.663,banked (gap < cost),sideways/calm
parity,NIFTY,24100.0,2026-09-29,2026-08-28 10:38 IST,2026-08-28 10:38 IST,1,75,1826407.0,429.65,167.3,24352.1,429.65,167.3,0.00048,876.22,0.00164,643.04,654.29,3712.07,0.0,-654.29,-3712.07,-0.654,banked (gap < cost),sideways/calm
parity,NIFTY,24200.0,2026-09-29,2026-08-28 10:38 IST,2026-08-28 10:38 IST,1,75,1826407.0,366.3,201.2,24352.1,366.3,201.2,0.00057,1039.85,0.0011,637.11,648.36,2684.03,0.0,-648.36,-2684.03,-0.648,banked (gap < cost),sideways/calm
parity,NIFTY,24400.0,2026-09-29,2026-08-28 10:38 IST,2026-08-28 10:38 IST,1,75,1826407.0,250.25,284.9,24352.1,250.25,284.9,0.00053,973.37,0.00415,631.15,642.4,8379.84,0.0,-642.4,-8379.84,-0.642,banked (gap < cost),sideways/calm
parity,NIFTY,24500.0,2026-09-29,2026-08-28 10:38 IST,2026-08-28 10:38 IST,1,75,1826407.0,202.75,338.1,24352.1,202.75,338.1,0.00048,878.25,0.00303,631.94,643.19,6287.13,0.0,-643.19,-6287.13,-0.643,banked (gap < cost),sideways/calm
parity,NIFTY,24600.0,2026-09-29,2026-08-28 10:38 IST,2026-08-28 10:38 IST,1,75,1826407.0,160.75,395.0,24352.1,160.75,395.0,0.0005,918.13,0.00639,634.96,646.21,12576.02,0.0,-646.21,-12576.02,-0.646,banked (gap < cost),sideways/calm
parity,NIFTY,24800.0,2026-09-29,2026-08-28 10:38 IST,2026-08-28 10:38 IST,1,75,1826407.0,96.95,527.4,24352.1,96.95,527.4,0.00061,1117.89,6e-05,648.42,659.67,756.35,0.0,-659.67,-756.35,-0.66,banked (gap < cost),sideways/calm
parity,BANKNIFTY,58100.0,2026-09-29,2026-08-28 10:39 IST,2026-08-28 10:39 IST,1,15,869070.0,637.35,825.75,57938.0,637.35,825.75,0.00047,409.81,0.00391,332.27,334.52,3814.95,0.0,-334.52,-3814.95,-0.335,banked (gap < cost),sideways/calm
parity,NIFTY,23500.0,2026-09-29,2026-08-28 10:39 IST,2026-08-28 10:39 IST,1,75,1826625.0,914.0,51.6,24355.0,914.0,51.6,0.0005,919.39,0.0,712.26,723.51,712.26,0.0,-723.51,-712.26,-0.724,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57000.0,2026-09-29,2026-08-28 10:40 IST,2026-08-28 10:40 IST,1,15,869082.0,1303.05,387.0,57938.8,1303.05,387.0,0.0003,261.24,0.0019,340.93,343.18,2036.86,0.0,-343.18,-2036.86,-0.343,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57200.0,2026-09-29,2026-08-28 10:40 IST,2026-08-28 10:40 IST,1,15,869082.0,1167.15,448.2,57938.8,1167.15,448.2,0.00027,234.79,0.00962,338.35,340.6,8934.39,0.0,-340.6,-8934.39,-0.341,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57300.0,2026-09-29,2026-08-28 10:40 IST,2026-08-28 10:40 IST,1,15,869082.0,1101.25,482.35,57938.8,1101.25,482.35,0.00028,244.06,0.002,336.69,338.94,2121.62,0.0,-338.94,-2121.62,-0.339,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57400.0,2026-09-29,2026-08-28 10:40 IST,2026-08-28 10:40 IST,1,15,869082.0,1037.2,518.1,57938.8,1037.2,518.1,0.00029,249.59,0.00363,335.6,337.85,3574.88,0.0,-337.85,-3574.88,-0.338,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57500.0,2026-09-29,2026-08-28 10:40 IST,2026-08-28 10:40 IST,1,15,869082.0,972.25,552.95,57938.8,972.25,552.95,0.00029,255.11,0.00441,334.48,336.73,4269.38,0.0,-336.73,-4269.38,-0.337,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57600.0,2026-09-29,2026-08-28 10:40 IST,2026-08-28 10:40 IST,1,15,869082.0,916.0,592.25,57938.8,916.0,592.25,0.00023,196.88,0.00027,333.9,336.15,570.24,0.0,-336.15,-570.24,-0.336,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57700.0,2026-09-29,2026-08-28 10:40 IST,2026-08-28 10:40 IST,1,15,869082.0,854.25,633.35,57938.8,854.25,633.35,0.00029,248.16,0.00027,333.3,335.55,569.58,0.0,-335.55,-569.58,-0.336,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57800.0,2026-09-29,2026-08-28 10:40 IST,2026-08-28 10:40 IST,1,15,869082.0,800.0,676.35,57938.8,800.0,676.35,0.00025,215.43,0.00429,332.88,335.13,4153.78,0.0,-335.13,-4153.78,-0.335,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57900.0,2026-09-29,2026-08-28 10:40 IST,2026-08-28 10:40 IST,1,15,869082.0,745.0,720.25,57938.8,745.0,720.25,0.00024,207.45,0.00663,332.32,334.57,6235.92,0.0,-334.57,-6235.92,-0.335,banked (gap < cost),sideways/calm
parity,BANKNIFTY,58000.0,2026-09-29,2026-08-28 10:40 IST,2026-08-28 10:40 IST,1,15,869082.0,695.0,770.1,57938.8,695.0,770.1,0.00025,213.73,0.00079,332.29,334.54,1033.15,0.0,-334.54,-1033.15,-0.335,banked (gap < cost),sideways/calm
parity,BANKNIFTY,58200.0,2026-09-29,2026-08-28 10:40 IST,2026-08-28 10:40 IST,1,15,869082.0,597.25,876.3,57938.8,597.25,876.3,0.00033,290.03,0.0038,332.96,335.21,3720.6,0.0,-335.21,-3720.6,-0.335,banked (gap < cost),sideways/calm
parity,BANKNIFTY,58300.0,2026-09-29,2026-08-28 10:40 IST,2026-08-28 10:40 IST,1,15,869082.0,553.4,929.35,57938.8,553.4,929.35,0.00029,252.05,0.00148,333.13,335.38,1649.99,0.0,-335.38,-1649.99,-0.335,banked (gap < cost),sideways/calm
parity,BANKNIFTY,58400.0,2026-09-29,2026-08-28 10:40 IST,2026-08-28 10:40 IST,1,15,869082.0,508.45,986.05,57938.8,508.45,986.05,0.00033,285.32,0.00027,333.6,335.85,569.91,0.0,-335.85,-569.91,-0.336,banked (gap < cost),sideways/calm
parity,BANKNIFTY,59000.0,2026-09-29,2026-08-28 10:40 IST,2026-08-28 10:40 IST,1,15,869082.0,298.8,1369.6,57938.8,298.8,1369.6,0.00027,234.46,0.00451,340.89,343.14,4371.79,0.0,-343.14,-4371.79,-0.343,banked (gap < cost),sideways/calm
parity,NIFTY,24000.0,2026-09-29,2026-08-28 10:40 IST,2026-08-28 10:40 IST,1,75,1826940.0,503.1,137.65,24359.2,503.1,137.65,0.00034,621.89,0.00916,651.14,662.39,17826.54,0.0,-662.39,-17826.54,-0.662,banked (gap < cost),sideways/calm
parity,NIFTY,24100.0,2026-09-29,2026-08-28 10:40 IST,2026-08-28 10:40 IST,1,75,1826940.0,430.75,166.15,24359.2,430.75,166.15,0.00028,515.53,0.00739,642.93,654.18,14479.81,0.0,-654.18,-14479.81,-0.654,banked (gap < cost),sideways/calm
parity,NIFTY,24200.0,2026-09-29,2026-08-28 10:40 IST,2026-08-28 10:40 IST,1,75,1826940.0,366.0,199.8,24359.2,366.0,199.8,0.00032,592.91,0.00762,637.14,648.39,14877.39,0.0,-648.39,-14877.39,-0.648,banked (gap < cost),sideways/calm
parity,NIFTY,24400.0,2026-09-29,2026-08-28 10:40 IST,2026-08-28 10:40 IST,1,75,1826940.0,251.45,282.85,24359.2,251.45,282.85,0.00038,687.67,0.00558,630.79,642.04,11041.7,0.0,-642.04,-11041.7,-0.642,banked (gap < cost),sideways/calm
parity,NIFTY,24500.0,2026-09-29,2026-08-28 10:40 IST,2026-08-28 10:40 IST,1,75,1826940.0,203.7,334.95,24359.2,203.7,334.95,0.00036,656.3,0.00501,631.62,642.87,9990.92,0.0,-642.87,-9990.92,-0.643,banked (gap < cost),sideways/calm
parity,NIFTY,25000.0,2026-09-29,2026-08-28 10:40 IST,2026-08-28 10:40 IST,1,75,1826940.0,56.5,684.25,24359.2,56.5,684.25,0.00039,705.71,0.00428,671.07,682.32,8724.24,0.0,-682.32,-8724.24,-0.682,banked (gap < cost),sideways/calm
parity,BANKNIFTY,56500.0,2026-09-29,2026-08-28 10:42 IST,2026-08-28 10:42 IST,1,15,869085.0,1688.25,266.0,57939.0,1688.25,266.0,0.00015,128.59,0.00331,350.39,352.64,3318.83,0.0,-352.64,-3318.83,-0.353,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57000.0,2026-09-29,2026-08-28 10:42 IST,2026-08-28 10:42 IST,1,15,869085.0,1303.0,389.6,57939.0,1303.0,389.6,0.00035,303.96,0.00596,340.99,343.24,5675.78,0.0,-343.24,-5675.78,-0.343,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57300.0,2026-09-29,2026-08-28 10:42 IST,2026-08-28 10:42 IST,1,15,869085.0,1093.0,482.8,57939.0,1093.0,482.8,0.00043,377.53,0.00645,336.63,338.88,6091.72,0.0,-338.88,-6091.72,-0.339,banked (gap < cost),sideways/calm
parity,BANKNIFTY,58100.0,2026-09-29,2026-08-28 10:42 IST,2026-08-28 10:42 IST,1,15,869085.0,642.05,820.7,57939.0,642.05,820.7,0.00032,278.47,0.00175,332.28,334.53,1891.85,0.0,-334.53,-1891.85,-0.335,banked (gap < cost),sideways/calm
parity,NIFTY,23700.0,2026-09-29,2026-08-28 10:42 IST,2026-08-28 10:42 IST,1,75,1826932.0,735.0,76.4,24359.1,735.0,76.4,0.00013,243.43,0.0,684.11,695.36,684.11,0.0,-695.36,-684.11,-0.695,banked (gap < cost),sideways/calm
parity,NIFTY,23900.0,2026-09-29,2026-08-28 10:42 IST,2026-08-28 10:42 IST,1,75,1826932.0,574.0,113.55,24359.1,574.0,113.55,0.00016,296.94,0.00315,660.78,672.03,6581.45,0.0,-672.03,-6581.45,-0.672,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57200.0,2026-09-29,2026-08-28 10:43 IST,2026-08-28 10:43 IST,1,15,869040.0,1150.85,449.5,57936.0,1150.85,449.5,0.00053,457.02,0.00964,338.03,340.28,8950.1,0.0,-340.28,-8950.1,-0.34,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57400.0,2026-09-29,2026-08-28 10:43 IST,2026-08-28 10:43 IST,1,15,869040.0,1037.1,516.3,57936.0,1037.1,516.3,0.00021,182.31,0.0149,335.66,337.91,13627.29,0.0,-337.91,-13627.29,-0.338,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57500.0,2026-09-29,2026-08-28 10:43 IST,2026-08-28 10:43 IST,1,15,869040.0,971.0,554.15,57936.0,971.0,554.15,0.00029,250.09,0.01454,334.62,336.87,13300.03,0.0,-336.87,-13300.03,-0.337,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57000.0,2026-09-29,2026-08-28 10:44 IST,2026-08-28 10:44 IST,1,15,869010.0,1293.75,391.4,57934.0,1293.75,391.4,0.00045,395.14,2e-05,340.77,343.02,356.29,0.0,-343.02,-356.29,-0.343,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57100.0,2026-09-29,2026-08-28 10:44 IST,2026-08-28 10:44 IST,1,15,869010.0,1225.8,420.75,57934.0,1225.8,420.75,0.00042,363.16,0.0,338.84,341.09,338.84,0.0,-341.09,-338.84,-0.341,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57400.0,2026-09-29,2026-08-28 10:45 IST,2026-08-28 10:45 IST,1,15,868734.0,1033.2,519.7,57915.6,1033.2,519.7,1e-05,12.42,0.00871,335.54,337.79,8107.12,0.0,-337.79,-8107.12,-0.338,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57500.0,2026-09-29,2026-08-28 10:45 IST,2026-08-28 10:45 IST,1,15,868734.0,967.95,557.75,57915.6,967.95,557.75,5e-05,45.6,0.00958,334.56,336.81,8882.03,0.0,-336.81,-8882.03,-0.337,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57700.0,2026-09-29,2026-08-28 10:45 IST,2026-08-28 10:45 IST,1,15,868734.0,851.75,636.25,57915.6,851.75,636.25,2e-05,16.85,0.00549,333.11,335.36,5227.37,0.0,-335.36,-5227.37,-0.335,banked (gap < cost),sideways/calm
parity,BANKNIFTY,57800.0,2026-09-29,2026-08-28 10:45 IST,2026-08-28 10:45 IST,1,15,868734.0,797.0,681.65,57915.6,797.0,681.65,1e-05,6.08,0.01072,332.86,335.11,9883.14,0.0,-335.11,-9883.14,-0.335,banked (gap < cost),sideways/calm
parity,NIFTY,23500.0,2026-09-29,2026-08-28 10:45 IST,2026-08-28 10:45 IST,1,75,1825875.0,900.0,52.9,24345.0,900.0,52.9,0.00028,517.62,0.00508,710.86,722.11,10351.45,0.0,-722.11,-10351.45,-0.722,banked (gap < cost),sideways/calm
parity,NIFTY,23600.0,2026-09-29,2026-08-28 10:45 IST,2026-08-28 10:45 IST,1,75,1825875.0,809.65,64.15,24345.0,809.65,64.15,0.00019,355.01,0.0,697.94,709.19,697.94,0.0,-709.19,-697.94,-0.709,banked (gap < cost),sideways/calm
parity,NIFTY,24000.0,2026-09-29,2026-08-28 10:45 IST,2026-08-28 10:45 IST,1,75,1825875.0,493.5,141.4,24345.0,493.5,141.4,0.00037,679.53,0.00021,649.93,661.18,1041.22,0.0,-661.18,-1041.22,-0.661,banked (gap < cost),sideways/calm
parity,NIFTY,24100.0,2026-09-29,2026-08-28 10:45 IST,2026-08-28 10:45 IST,1,75,1825875.0,422.55,171.1,24345.0,422.55,171.1,0.00032,588.16,0.00268,642.02,653.27,5658.46,0.0,-653.27,-5658.46,-0.653,banked (gap < cost),sideways/calm
parity,NIFTY,24200.0,2026-09-29,2026-08-28 10:45 IST,2026-08-28 10:45 IST,1,75,1825875.0,358.7,205.1,24345.0,358.7,205.1,0.00039,706.8,0.00063,636.25,647.5,1807.39,0.0,-647.5,-1807.39,-0.647,banked (gap < cost),sideways/calm
parity,NIFTY,24400.0,2026-09-29,2026-08-28 10:45 IST,2026-08-28 10:45 IST,1,75,1825875.0,245.0,289.8,24345.0,245.0,289.8,0.00041,741.56,0.00068,630.87,642.12,1900.73,0.0,-642.12,-1900.73,-0.642,banked (gap < cost),sideways/calm
parity,NIFTY,24500.0,2026-09-29,2026-08-28 10:45 IST,2026-08-28 10:45 IST,1,75,1825875.0,198.0,342.75,24345.0,198.0,342.75,0.00038,702.69,0.00679,632.03,643.28,13309.76,0.0,-643.28,-13309.76,-0.643,banked (gap < cost),sideways/calm
parity,NIFTY,24700.0,2026-09-29,2026-08-28 10:45 IST,2026-08-28 10:45 IST,1,75,1825875.0,122.7,466.05,24345.0,122.7,466.05,0.0004,722.46,0.00057,640.38,651.63,1697.74,0.0,-651.63,-1697.74,-0.652,banked (gap < cost),sideways/calm
parity,BANKNIFTY,56000.0,2026-09-29,2026-08-28 10:46 IST,2026-08-28 10:46 IST,1,15,868821.0,2085.0,180.1,57921.4,2085.0,180.1,0.0001,83.7,0.01306,363.01,365.26,12155.27,0.0,-365.26,-12155.27,-0.365,banked (gap < cost),sideways/calm
parity,NIFTY,25000.0,2026-09-29,2026-08-28 10:46 IST,2026-08-28 10:46 IST,1,75,1826002.0,54.5,699.0,24346.7,54.5,699.0,0.00021,381.63,0.0,672.15,683.4,672.15,0.0,-683.4,-672.15,-0.683,banked (gap < cost),sideways/calm
parity,NIFTY,23900.0,2026-09-29,2026-08-28 10:47 IST,2026-08-28 10:47 IST,1,75,1826123.0,568.0,114.05,24348.3,568.0,114.05,0.00034,614.75,1e-05,660.35,671.6,680.16,0.0,-671.6,-680.16,-0.672,banked (gap < cost),sideways/calm
parity,NIFTY,24600.0,2026-09-29,2026-08-28 10:47 IST,2026-08-28 10:47 IST,1,75,1826123.0,158.65,401.35,24348.3,158.65,401.35,0.00031,567.67,6e-05,635.38,646.63,754.16,0.0,-646.63,-754.16,-0.647,banked (gap < cost),sideways/calm
parity,NIFTY,24700.0,2026-09-29,2026-08-28 10:47 IST,2026-08-28 10:47 IST,1,75,1826123.0,124.15,460.0,24348.3,124.15,460.0,0.00057,1038.8,0.00492,640.83,652.08,9837.54,0.0,-652.08,-9837.54,-0.652,banked (gap < cost),sideways/calm
parity,NIFTY,24800.0,2026-09-29,2026-08-28 10:47 IST,2026-08-28 10:47 IST,1,75,1826123.0,94.85,534.75,24348.3,94.85,534.75,0.00038,692.44,0.00506,648.87,660.12,10130.31,0.0,-660.12,-10130.31,-0.66,banked (gap < cost),sideways/calm
parity,NIFTY,24000.0,2026-09-29,2026-08-28 10:48 IST,2026-08-28 10:48 IST,1,75,1826077.0,496.25,138.95,24347.7,496.25,138.95,0.00048,868.24,0.00166,650.41,661.66,3761.85,0.0,-661.66,-3761.85,-0.662,banked (gap < cost),sideways/calm
parity,NIFTY,24100.0,2026-09-29,2026-08-28 10:48 IST,2026-08-28 10:48 IST,1,75,1826077.0,426.25,167.45,24347.7,426.25,167.45,0.00051,938.12,0.0,642.02,653.27,642.02,0.0,-653.27,-642.02,-0.653,banked (gap < cost),sideways/calm
parity,NIFTY,24200.0,2026-09-29,2026-08-28 10:48 IST,2026-08-28 10:48 IST,1,75,1826077.0,362.7,201.5,24347.7,362.7,201.5,0.00059,1075.51,0.0008,635.95,647.2,2139.78,0.0,-647.2,-2139.78,-0.647,banked (gap < cost),sideways/calm
parity,NIFTY,24400.0,2026-09-29,2026-08-28 10:48 IST,2026-08-28 10:48 IST,1,75,1826077.0,248.65,286.85,24347.7,248.65,286.85,0.00057,1035.27,0.00324,630.87,642.12,6670.75,0.0,-642.12,-6670.75,-0.642,banked (gap < cost),sideways/calm
parity,NIFTY,24500.0,2026-09-29,2026-08-28 10:48 IST,2026-08-28 10:48 IST,1,75,1826077.0,200.9,339.15,24347.7,200.9,339.15,0.00054,988.9,0.00252,631.85,643.1,5333.46,0.0,-643.1,-5333.46,-0.643,banked (gap < cost),sideways/calm
parity,BANKNIFTY,58700.0,2026-09-29,2026-08-28 10:49 IST,2026-08-28 10:49 IST,1,15,869550.0,405.3,1140.0,57970.0,405.3,1140.0,0.00015,132.72,0.00662,336.63,338.88,6244.9,0.0,-338.88,-6244.9,-0.339,banked (gap < cost),sideways/calm
parity,NIFTY,23500.0,2026-09-29,2026-08-28 10:49 IST,2026-08-28 10:49 IST,1,75,1826618.0,908.0,51.2,24354.9,908.0,51.2,0.00028,506.81,0.00181,711.33,722.58,4142.55,0.0,-722.58,-4142.55,-0.723,banked (gap < cost),sideways/calm
parity,NIFTY,24800.0,2026-09-29,2026-08-28 10:49 IST,2026-08-28 10:49 IST,1,75,1826618.0,96.65,525.6,24354.9,96.65,525.6,0.00056,1021.53,7e-05,648.49,659.74,780.86,0.0,-659.74,-780.86,-0.66,banked (gap < cost),sideways/calm
parity,NIFTY,23900.0,2026-09-29,2026-08-28 10:50 IST,2026-08-28 10:50 IST,1,75,1827352.0,577.0,112.5,24364.7,577.0,112.5,0.0001,183.1,0.0018,661.0,672.25,4040.53,0.0,-672.25,-4040.53,-0.672,banked (gap < cost),sideways/calm
parity,NIFTY,24000.0,2026-09-29,2026-08-28 10:50 IST,2026-08-28 10:50 IST,1,75,1827352.0,505.3,136.8,24364.7,505.3,136.8,0.00024,440.49,0.00429,650.99,662.24,8700.65,0.0,-662.24,-8700.65,-0.662,banked (gap < cost),sideways/calm
parity,NIFTY,24100.0,2026-09-29,2026-08-28 10:50 IST,2026-08-28 10:50 IST,1,75,1827352.0,433.95,165.1,24364.7,433.95,165.1,0.00023,424.12,0.00045,642.94,654.19,1482.69,0.0,-654.19,-1482.69,-0.654,banked (gap < cost),sideways/calm
parity,NIFTY,24200.0,2026-09-29,2026-08-28 10:50 IST,2026-08-28 10:50 IST,1,75,1827352.0,369.2,198.7,24364.7,369.2,198.7,0.00028,505.25,0.00242,636.44,647.69,5159.34,0.0,-647.69,-5159.34,-0.648,banked (gap < cost),sideways/calm
parity,NIFTY,24400.0,2026-09-29,2026-08-28 10:50 IST,2026-08-28 10:50 IST,1,75,1827352.0,253.1,282.25,24364.7,253.1,282.25,0.00024,446.26,0.00018,631.05,642.3,968.79,0.0,-642.3,-968.79,-0.642,banked (gap < cost),sideways/calm
parity,NIFTY,24500.0,2026-09-29,2026-08-28 10:50 IST,2026-08-28 10:50 IST,1,75,1827352.0,204.75,334.9,24364.7,204.75,334.9,0.00018,328.65,0.00224,631.82,643.07,4823.28,0.0,-643.07,-4823.28,-0.643,banked (gap < cost),sideways/calm
parity,NIFTY,25000.0,2026-09-29,2026-08-28 10:50 IST,2026-08-28 10:50 IST,1,75,1827352.0,56.95,684.25,24364.7,56.95,684.25,0.00018,329.31,0.0,670.5,681.75,670.5,0.0,-681.75,-670.5,-0.682,banked (gap < cost),sideways/calm
parity,NIFTY,25400.0,2026-09-29,2026-08-28 10:50 IST,2026-08-28 10:50 IST,1,75,1827352.0,18.6,1040.0,24364.7,18.6,1040.0,0.00033,601.33,0.00252,723.55,734.8,5525.83,0.0,-734.8,-5525.83,-0.735,banked (gap < cost),sideways/calm
parity,NIFTY,24000.0,2026-09-29,2026-08-28 10:52 IST,2026-08-28 10:52 IST,1,75,1826685.0,502.0,137.7,24355.8,502.0,137.7,0.00043,789.08,0.00747,651.76,663.01,14651.47,0.0,-663.01,-14651.47,-0.663,banked (gap < cost),sideways/calm
parity,NIFTY,25000.0,2026-09-29,2026-08-28 10:52 IST,2026-08-28 10:52 IST,1,75,1826685.0,56.7,683.8,24355.8,56.7,683.8,0.00055,1007.9,0.00039,669.85,681.1,1397.95,0.0,-681.1,-1397.95,-0.681,banked (gap < cost),sideways/calm
parity,NIFTY,23800.0,2026-09-29,2026-08-28 10:53 IST,2026-08-28 10:53 IST,1,75,1826715.0,655.0,93.4,24356.2,655.0,93.4,0.00035,642.1,0.00191,671.97,683.22,4266.23,0.0,-683.22,-4266.23,-0.683,banked (gap < cost),sideways/calm
parity,NIFTY,24100.0,2026-09-29,2026-08-28 10:53 IST,2026-08-28 10:53 IST,1,75,1826715.0,427.8,168.0,24356.2,427.8,168.0,0.00021,379.25,0.00185,642.93,654.18,4109.9,0.0,-654.18,-4109.9,-0.654,banked (gap < cost),sideways/calm
parity,NIFTY,24200.0,2026-09-29,2026-08-28 10:53 IST,2026-08-28 10:53 IST,1,75,1826715.0,363.35,202.0,24356.2,363.35,202.0,0.00025,452.88,0.00322,637.0,648.25,6651.05,0.0,-648.25,-6651.05,-0.648,banked (gap < cost),sideways/calm
parity,NIFTY,24400.0,2026-09-29,2026-08-28 10:53 IST,2026-08-28 10:53 IST,1,75,1826715.0,250.25,286.8,24356.2,250.25,286.8,0.00029,525.14,0.00447,630.9,642.15,8972.78,0.0,-642.15,-8972.78,-0.642,banked (gap < cost),sideways/calm
parity,NIFTY,24500.0,2026-09-29,2026-08-28 10:53 IST,2026-08-28 10:53 IST,1,75,1826715.0,201.85,338.55,24356.2,201.85,338.55,0.00026,471.27,0.00218,631.91,643.16,4700.15,0.0,-643.16,-4700.15,-0.643,banked (gap < cost),sideways/calm
parity,NIFTY,24800.0,2026-09-29,2026-08-28 10:53 IST,2026-08-28 10:53 IST,1,75,1826715.0,96.55,531.5,24356.2,96.55,531.5,0.00026,474.67,0.00746,648.38,659.63,14633.64,0.0,-659.63,-14633.64,-0.66,banked (gap < cost),sideways/calm
parity,NIFTY,25200.0,2026-09-29,2026-08-28 10:53 IST,2026-08-28 10:53 IST,1,75,1826715.0,31.75,858.95,24356.2,31.75,858.95,0.00048,885.45,0.01019,698.69,709.94,19983.21,0.0,-709.94,-19983.21,-0.71,banked (gap < cost),sideways/calm
parity,NIFTY,24600.0,2026-09-29,2026-08-28 10:54 IST,2026-08-28 10:54 IST,1,75,1826077.0,160.0,397.4,24347.7,160.0,397.4,0.00055,1010.03,0.00284,635.11,646.36,5947.01,0.0,-646.36,-5947.01,-0.646,banked (gap < cost),sideways/calm
parity,NIFTY,24000.0,2026-09-29,2026-08-28 10:55 IST,2026-08-28 10:55 IST,1,75,1825732.0,493.1,141.75,24343.1,493.1,141.75,0.00042,765.0,0.00078,651.07,662.32,2120.82,0.0,-662.32,-2120.82,-0.662,banked (gap < cost),sideways/calm
parity,NIFTY,24100.0,2026-09-29,2026-08-28 10:55 IST,2026-08-28 10:55 IST,1,75,1825732.0,423.3,170.7,24343.1,423.3,170.7,0.00045,816.13,5e-05,642.0,653.25,730.4,0.0,-653.25,-730.4,-0.653,banked (gap < cost),sideways/calm
parity,NIFTY,24200.0,2026-09-29,2026-08-28 10:55 IST,2026-08-28 10:55 IST,1,75,1825732.0,357.9,205.0,24343.1,357.9,205.0,0.00044,796.02,5e-05,636.28,647.53,724.57,0.0,-647.53,-724.57,-0.648,banked (gap < cost),sideways/calm
parity,NIFTY,24400.0,2026-09-29,2026-08-28 10:55 IST,2026-08-28 10:55 IST,1,75,1825732.0,245.1,291.0,24343.1,245.1,291.0,0.00044,800.78,5e-05,631.02,642.27,719.21,0.0,-642.27,-719.21,-0.642,banked (gap < cost),sideways/calm
parity,NIFTY,24800.0,2026-09-29,2026-08-28 10:55 IST,2026-08-28 10:55 IST,1,75,1825732.0,95.1,538.4,24343.1,95.1,538.4,0.00045,825.3,5e-05,649.02,660.27,737.54,0.0,-660.27,-737.54,-0.66,banked (gap < cost),sideways/calm
parity,NIFTY,24500.0,2026-09-29,2026-08-28 10:56 IST,2026-08-28 10:56 IST,1,75,1826055.0,200.0,339.3,24347.4,200.0,339.3,0.00051,932.44,0.0,631.87,643.12,631.87,0.0,-643.12,-631.87,-0.643,banked (gap < cost),sideways/calm
parity,NIFTY,25000.0,2026-09-29,2026-08-28 10:56 IST,2026-08-28 10:56 IST,1,75,1826055.0,55.7,692.95,24347.4,55.7,692.95,0.00048,873.09,0.0,672.06,683.31,672.06,0.0,-683.31,-672.06,-0.683,banked (gap < cost),sideways/calm
parity,NIFTY,24000.0,2026-09-29,2026-08-28 10:57 IST,2026-08-28 10:57 IST,1,75,1826625.0,498.0,139.45,24355.0,498.0,139.45,0.00023,417.54,0.01048,650.6,661.85,20285.35,0.0,-661.85,-20285.35,-0.662,banked (gap < cost),sideways/calm
parity,NIFTY,24100.0,2026-09-29,2026-08-28 10:57 IST,2026-08-28 10:57 IST,1,75,1826625.0,424.75,168.2,24355.0,424.75,168.2,0.00012,224.93,0.00567,642.31,653.56,11256.5,0.0,-653.56,-11256.5,-0.654,banked (gap < cost),sideways/calm
