source,date,time,stock,symbol,engine,sentence,direction,template,entry,stop,target,exit,exit_reason,result_R,result_rupees,status
EOD PAPER,,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,,,,,,,,queued
EOD PAPER,,,356865,HINDUNILVR,E1,"HINDUNILVR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,,,,,,,,queued
EOD PAPER,,,4574465,JSWENERGY,E1,"JSWENERGY, daily: when RSI is between 40 and 60 and volatility (ATR) is in its low 20–40% at the same time → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,,,,,,,,queued
EOD PAPER,,,548865,BDL,E1,"BDL, daily: when RSI is between 30 and 50 and money-flow (MFI) is between 20 and 40 at the same time → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,,,,,,,,queued
EOD PAPER,,,794369,SHREECEM,E1,"SHREECEM, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,,,,,,,,queued
LIVE PAPER,2026-09-11,09:45,3725313,PHOENIXLTD,E1,"PHOENIXLTD, 30-minute: when its moving average is in its high 60–80% and volume flow (OBV) is in its high 60–80% at the same time → it tends to go UP over the next 20 bars.",direct,stop1_tgt1.5,1834.3,1819.23,1856.9,1856.9,target,1.2565,1256.49,closed
LIVE PAPER,2026-09-11,10:15,325121,AMBUJACEM,E1,"AMBUJACEM, 60-minute: when return volatility is in its middle 20% and VWAP is in its lowest 20% at the same time → it tends to go UP over the next 20 bars.",direct,stop1_tgt1.5,389.0,386.34,392.99,392.99,target,1.2075,1207.54,closed
LIVE PAPER,2026-09-11,10:30,4576001,GODREJPROP,E1,"GODREJPROP, 15-minute: when its moving average is in its low 20–40% and historical volatility is in its highest 20% at the same time → it tends to go UP over the next 20 bars.",direct,stop1_tgt1.5,1742.1,1727.51,1763.98,1727.51,stop,-1.2389,-1238.87,closed
LIVE PAPER,2026-09-11,10:45,359937,HINDPETRO,E1,"HINDPETRO, 15-minute: when its EMA trend is in its lowest 20% and volume flow (OBV) is in its high 60–80% at the same time → it tends to go UP over the next 20 bars.",direct,stop1_tgt1.5,345.7,343.85,348.48,348.48,target,1.1272,1127.17,closed
LIVE PAPER,2026-09-11,11:45,1346049,INDUSINDBK,E1,"INDUSINDBK, 30-minute: when volatility (ATR) is in its low 20–40% and volume flow (OBV) is in its high 60–80% at the same time → it tends to go UP over the next 20 bars.",direct,stop1_tgt1.5,977.4,972.53,984.71,972.53,stop,-1.401,-1401.05,closed
LIVE PAPER,2026-09-11,12:15,1152769,MPHASIS,E1,"MPHASIS, 60-minute: when volatility (ATR) is in its lowest 20% and VWAP is in its low 20–40% at the same time → it tends to go UP over the next 20 bars.",direct,stop1_tgt1.5,2291.1,2270.57,2321.9,2295.0,session-close,-0.0332,-33.22,closed
LIVE PAPER,2026-09-11,13:30,4576001,GODREJPROP,E1,"GODREJPROP, 15-minute: when its moving average is in its low 20–40% and historical volatility is in its highest 20% at the same time → it tends to go UP over the next 20 bars.",direct,stop1_tgt1.5,1728.0,1716.77,1744.85,1744.85,target,1.1923,1192.29,closed
LIVE PAPER,2026-09-11,14:30,359937,HINDPETRO,E1,"HINDPETRO, 15-minute: when its EMA trend is in its lowest 20% and volume flow (OBV) is in its high 60–80% at the same time → it tends to go UP over the next 20 bars.",direct,stop1_tgt1.5,352.7,351.12,355.07,353.75,session-close,0.2185,218.52,closed
BACKTEST,2026-03-16,,794369,SHREECEM,E1,"SHREECEM, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,22970.0,22307.34,23963.99,23963.99,target,1.4307,1430.67,closed
BACKTEST,2026-03-24,,794369,SHREECEM,E1,"SHREECEM, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,23085.0,22442.39,24048.92,24048.92,target,1.4282,1428.15,closed
BACKTEST,2026-04-06,,794369,SHREECEM,E1,"SHREECEM, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,23460.0,22797.15,24454.27,24454.27,target,1.4292,1429.21,closed
BACKTEST,2026-09-10,,794369,SHREECEM,E1,"SHREECEM, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,22910.0,22395.33,23682.01,22395.33,stop,-1.089,-1089.03,closed
BACKTEST,2026-01-12,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,290.9,301.44,275.1,301.44,stop,-1.0552,-1055.22,closed
BACKTEST,2026-01-16,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,306.85,317.37,291.06,317.37,stop,-1.0583,-1058.31,closed
BACKTEST,2026-01-21,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,303.5,314.11,287.59,287.59,target,1.4428,1442.78,closed
BACKTEST,2026-02-02,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,267.4,279.07,249.89,279.07,stop,-1.0458,-1045.81,closed
BACKTEST,2026-02-05,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,290.95,303.01,272.86,303.01,stop,-1.0482,-1048.24,closed
BACKTEST,2026-02-11,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,308.0,320.03,289.96,289.96,target,1.4488,1448.78,closed
BACKTEST,2026-03-02,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,280.0,290.46,264.31,264.31,target,1.4465,1446.45,closed
BACKTEST,2026-03-09,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,255.0,265.52,239.21,265.52,stop,-1.0485,-1048.46,closed
BACKTEST,2026-03-13,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,254.0,264.5,238.25,264.5,stop,-1.0484,-1048.38,closed
BACKTEST,2026-03-20,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,265.35,275.92,249.5,249.5,target,1.4498,1449.79,closed
BACKTEST,2026-03-25,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,258.0,268.62,242.07,268.62,stop,-1.0486,-1048.58,closed
BACKTEST,2026-04-10,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,264.95,275.1,249.73,275.1,stop,-1.0522,-1052.23,closed
BACKTEST,2026-04-23,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,293.95,304.04,278.81,304.04,stop,-1.0583,-1058.26,closed
BACKTEST,2026-05-06,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,309.4,318.92,295.12,295.12,target,1.435,1435.02,closed
BACKTEST,2026-05-14,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,313.1,323.52,297.47,297.47,target,1.4399,1439.89,closed
BACKTEST,2026-05-20,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,313.0,323.74,296.89,323.74,stop,-1.0583,-1058.28,closed
BACKTEST,2026-05-25,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,327.0,337.27,311.59,311.59,target,1.4363,1436.35,closed
BACKTEST,2026-06-04,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,312.8,322.85,297.72,297.72,target,1.4378,1437.77,closed
BACKTEST,2026-06-10,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,304.95,314.84,290.11,290.11,target,1.4383,1438.34,closed
BACKTEST,2026-06-15,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,310.35,321.25,294.0,321.25,stop,-1.0569,-1056.94,closed
BACKTEST,2026-06-19,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,311.75,321.56,297.03,321.56,stop,-1.0636,-1063.56,closed
BACKTEST,2026-06-24,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,316.5,326.94,300.84,326.94,stop,-1.0606,-1060.63,closed
BACKTEST,2026-07-02,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,316.7,326.92,301.36,326.92,stop,-1.0619,-1061.95,closed
BACKTEST,2026-07-07,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,344.65,356.07,327.52,327.52,target,1.4396,1439.64,closed
BACKTEST,2026-07-16,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,328.6,339.36,312.46,339.36,stop,-1.0611,-1061.09,closed
BACKTEST,2026-07-22,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,351.75,362.79,335.19,362.79,stop,-1.0637,-1063.72,closed
BACKTEST,2026-07-30,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,371.0,381.34,355.49,355.49,target,1.4282,1428.23,closed
BACKTEST,2026-08-06,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,368.7,379.99,351.76,351.76,target,1.4347,1434.69,closed
BACKTEST,2026-08-14,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,348.0,359.72,330.43,359.72,stop,-1.0594,-1059.41,closed
BACKTEST,2026-08-26,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,368.0,378.57,352.14,352.14,target,1.4304,1430.39,closed
BACKTEST,2026-08-31,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,341.45,352.26,325.24,325.24,target,1.4368,1436.8,closed
BACKTEST,2026-09-09,,4879617,MANAPPURAM,E1,"MANAPPURAM, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,323.0,333.18,307.73,333.18,stop,-1.0634,-1063.44,closed
BACKTEST,2026-01-21,,912129,ADANIGREEN,E1,"ADANIGREEN, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,885.5,860.08,923.62,860.08,stop,-1.0697,-1069.68,closed
BACKTEST,2026-01-28,,912129,ADANIGREEN,E1,"ADANIGREEN, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,809.0,773.56,862.17,862.17,target,1.4544,1454.35,closed
BACKTEST,2026-02-01,,912129,ADANIGREEN,E1,"ADANIGREEN, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,854.5,819.45,907.08,819.45,stop,-1.0488,-1048.76,closed
BACKTEST,2026-03-05,,912129,ADANIGREEN,E1,"ADANIGREEN, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,886.25,850.4,940.03,850.4,stop,-1.0494,-1049.44,closed
BACKTEST,2026-03-11,,912129,ADANIGREEN,E1,"ADANIGREEN, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,866.6,831.01,919.99,831.01,stop,-1.0487,-1048.7,closed
BACKTEST,2026-03-25,,912129,ADANIGREEN,E1,"ADANIGREEN, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,843.0,807.01,896.98,807.01,stop,-1.0469,-1046.85,closed
BACKTEST,2026-04-02,,912129,ADANIGREEN,E1,"ADANIGREEN, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,840.0,803.99,894.01,894.01,target,1.4533,1453.34,closed
BACKTEST,2026-03-10,,356865,HINDUNILVR,E1,"HINDUNILVR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,2224.0,2174.27,2298.6,2174.27,stop,-1.0894,-1089.44,closed
BACKTEST,2026-03-13,,356865,HINDUNILVR,E1,"HINDUNILVR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,2136.0,2086.59,2210.11,2086.59,stop,-1.0865,-1086.46,closed
BACKTEST,2026-03-23,,356865,HINDUNILVR,E1,"HINDUNILVR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,2062.3,2013.85,2134.97,2134.97,target,1.4149,1414.87,closed
BACKTEST,2026-03-30,,356865,HINDUNILVR,E1,"HINDUNILVR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,2064.0,2011.03,2143.46,2143.46,target,1.4221,1422.07,closed
BACKTEST,2026-04-10,,356865,HINDUNILVR,E1,"HINDUNILVR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,2133.2,2078.43,2215.35,2215.35,target,1.4221,1422.1,closed
BACKTEST,2026-06-01,,356865,HINDUNILVR,E1,"HINDUNILVR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,2158.5,2104.17,2239.99,2104.17,stop,-1.0795,-1079.46,closed
BACKTEST,2026-06-04,,356865,HINDUNILVR,E1,"HINDUNILVR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,2089.0,2036.1,2168.35,2168.35,target,1.421,1421.03,closed
BACKTEST,2026-06-12,,356865,HINDUNILVR,E1,"HINDUNILVR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,2151.2,2101.71,2225.44,2225.44,target,1.4131,1413.07,closed
BACKTEST,2026-07-09,,356865,HINDUNILVR,E1,"HINDUNILVR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,2139.0,2094.74,2205.39,2094.74,stop,-1.0967,-1096.65,closed
BACKTEST,2026-07-17,,356865,HINDUNILVR,E1,"HINDUNILVR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,2100.0,2060.43,2159.35,2159.35,target,1.3939,1393.85,closed
BACKTEST,2026-07-24,,356865,HINDUNILVR,E1,"HINDUNILVR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,2148.0,2110.83,2203.76,2110.83,stop,-1.1156,-1115.57,closed
BACKTEST,2026-07-30,,356865,HINDUNILVR,E1,"HINDUNILVR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,2120.0,2068.4,2197.4,2068.4,stop,-1.0822,-1082.17,closed
BACKTEST,2026-08-13,,356865,HINDUNILVR,E1,"HINDUNILVR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,2063.0,2024.52,2120.72,2024.52,stop,-1.1072,-1107.23,closed
BACKTEST,2026-08-21,,356865,HINDUNILVR,E1,"HINDUNILVR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,2028.0,1992.85,2080.73,1992.85,stop,-1.1154,-1115.39,closed
BACKTEST,2026-09-02,,356865,HINDUNILVR,E1,"HINDUNILVR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,1983.0,1952.84,2028.23,1952.84,stop,-1.1315,-1131.52,closed
BACKTEST,2026-09-08,,356865,HINDUNILVR,E1,"HINDUNILVR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,1967.0,1938.69,2009.47,1938.69,stop,-1.139,-1138.96,closed
BACKTEST,2026-09-11,,356865,HINDUNILVR,E1,"HINDUNILVR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,1930.5,1901.81,1973.54,1934.9,time,0.0188,18.79,closed
BACKTEST,2026-01-12,,1041153,MARICO,E1,"MARICO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,753.45,766.92,733.24,733.24,target,1.3881,1388.13,closed
BACKTEST,2026-01-30,,1041153,MARICO,E1,"MARICO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,725.0,739.21,703.69,739.21,stop,-1.102,-1102.05,closed
BACKTEST,2026-02-05,,1041153,MARICO,E1,"MARICO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,738.0,753.43,714.86,753.43,stop,-1.0957,-1095.66,closed
BACKTEST,2026-02-11,,1041153,MARICO,E1,"MARICO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,765.6,780.64,743.04,780.64,stop,-1.1018,-1101.82,closed
BACKTEST,2026-02-20,,1041153,MARICO,E1,"MARICO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,779.4,794.45,756.83,794.45,stop,-1.1036,-1103.6,closed
BACKTEST,2026-02-25,,1041153,MARICO,E1,"MARICO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,810.35,825.6,787.47,787.47,target,1.3938,1393.75,closed
BACKTEST,2026-03-04,,1041153,MARICO,E1,"MARICO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,782.1,797.48,759.03,759.03,target,1.3983,1398.31,closed
BACKTEST,2026-03-16,,1041153,MARICO,E1,"MARICO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,751.1,767.96,725.81,725.81,target,1.4109,1410.9,closed
BACKTEST,2026-03-25,,1041153,MARICO,E1,"MARICO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,747.9,764.61,722.83,764.61,stop,-1.0895,-1089.5,closed
BACKTEST,2026-04-07,,1041153,MARICO,E1,"MARICO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,745.85,765.01,717.12,765.01,stop,-1.0779,-1077.87,closed
BACKTEST,2026-04-10,,1041153,MARICO,E1,"MARICO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,753.4,772.26,725.11,772.26,stop,-1.0799,-1079.89,closed
BACKTEST,2026-04-24,,1041153,MARICO,E1,"MARICO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,783.9,801.16,758.02,801.16,stop,-1.0909,-1090.85,closed
BACKTEST,2026-05-07,,1041153,MARICO,E1,"MARICO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,818.85,838.56,789.28,838.56,stop,-1.0831,-1083.08,closed
BACKTEST,2026-05-13,,1041153,MARICO,E1,"MARICO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,828.05,847.54,798.82,847.54,stop,-1.085,-1084.98,closed
BACKTEST,2026-05-19,,1041153,MARICO,E1,"MARICO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,830.0,847.85,803.22,803.22,target,1.407,1407.01,closed
BACKTEST,2026-06-03,,1041153,MARICO,E1,"MARICO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,806.85,824.93,779.73,824.93,stop,-1.0893,-1089.26,closed
BACKTEST,2026-06-08,,1041153,MARICO,E1,"MARICO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,803.1,821.0,776.26,821.0,stop,-1.0898,-1089.75,closed
BACKTEST,2026-06-12,,1041153,MARICO,E1,"MARICO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,815.15,832.66,788.89,832.66,stop,-1.0931,-1093.11,closed
BACKTEST,2026-06-30,,1041153,MARICO,E1,"MARICO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,840.0,857.39,813.91,857.39,stop,-1.0966,-1096.59,closed
BACKTEST,2026-07-06,,1041153,MARICO,E1,"MARICO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,839.0,857.48,811.27,857.48,stop,-1.0908,-1090.78,closed
BACKTEST,2026-07-13,,1041153,MARICO,E1,"MARICO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,850.0,867.63,823.56,867.63,stop,-1.0964,-1096.44,closed
BACKTEST,2026-07-27,,1041153,MARICO,E1,"MARICO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,862.0,878.88,836.69,878.88,stop,-1.1022,-1102.16,closed
BACKTEST,2026-07-30,,1041153,MARICO,E1,"MARICO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,874.3,891.47,848.54,848.54,target,1.3982,1398.17,closed
BACKTEST,2026-08-07,,1041153,MARICO,E1,"MARICO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,860.95,879.93,832.48,832.48,target,1.4093,1409.28,closed
BACKTEST,2026-08-28,,1041153,MARICO,E1,"MARICO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,832.1,847.15,809.52,809.52,target,1.3894,1389.44,closed
BACKTEST,2026-09-09,,1041153,MARICO,E1,"MARICO, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,821.85,837.15,798.89,798.89,target,1.3926,1392.6,closed
BACKTEST,2026-01-12,,364545,HINDZINC,E1,"HINDZINC, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,624.8,645.25,594.13,645.25,stop,-1.0611,-1061.11,closed
BACKTEST,2026-01-19,,364545,HINDZINC,E1,"HINDZINC, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,650.0,671.51,617.74,671.51,stop,-1.0604,-1060.44,closed
BACKTEST,2026-01-22,,364545,HINDZINC,E1,"HINDZINC, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,694.0,717.41,658.88,717.41,stop,-1.0593,-1059.29,closed
BACKTEST,2026-01-29,,364545,HINDZINC,E1,"HINDZINC, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,695.25,722.5,654.38,654.38,target,1.449,1448.97,closed
BACKTEST,2026-02-02,,364545,HINDZINC,E1,"HINDZINC, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,565.0,600.42,511.88,600.42,stop,-1.0319,-1031.91,closed
BACKTEST,2026-02-05,,364545,HINDZINC,E1,"HINDZINC, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,600.0,635.35,546.97,546.97,target,1.4661,1466.06,closed
BACKTEST,2026-03-17,,364545,HINDZINC,E1,"HINDZINC, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,539.0,560.94,506.1,506.1,target,1.4509,1450.86,closed
BACKTEST,2026-03-23,,364545,HINDZINC,E1,"HINDZINC, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,499.35,520.98,466.9,520.98,stop,-1.0462,-1046.17,closed
BACKTEST,2026-03-30,,364545,HINDZINC,E1,"HINDZINC, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,507.2,528.77,474.85,528.77,stop,-1.047,-1047.03,closed
BACKTEST,2026-04-06,,364545,HINDZINC,E1,"HINDZINC, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,515.75,536.92,483.99,536.92,stop,-1.0487,-1048.72,closed
BACKTEST,2026-04-09,,364545,HINDZINC,E1,"HINDZINC, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,554.25,575.63,522.18,575.63,stop,-1.0518,-1051.84,closed
BACKTEST,2026-04-17,,364545,HINDZINC,E1,"HINDZINC, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,595.0,615.94,563.58,615.94,stop,-1.0568,-1056.82,closed
BACKTEST,2026-04-29,,364545,HINDZINC,E1,"HINDZINC, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,616.1,637.18,584.48,584.48,target,1.4415,1441.55,closed
BACKTEST,2026-05-05,,364545,HINDZINC,E1,"HINDZINC, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,600.0,621.13,568.31,621.13,stop,-1.0568,-1056.8,closed
BACKTEST,2026-05-08,,364545,HINDZINC,E1,"HINDZINC, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,634.75,655.29,603.94,655.29,stop,-1.0618,-1061.8,closed
