source,date,time,stock,symbol,engine,sentence,direction,template,entry,stop,target,exit,exit_reason,result_R,result_rupees,status
BACKTEST,2026-08-24,,857857,SUNPHARMA,E1,"SUNPHARMA, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1902.4,1934.33,1854.51,1934.33,stop,-1.1192,-1119.16,closed
BACKTEST,2026-09-03,,857857,SUNPHARMA,E1,"SUNPHARMA, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1932.0,1963.36,1884.96,1884.96,target,1.3768,1376.77,closed
BACKTEST,2026-09-09,,857857,SUNPHARMA,E1,"SUNPHARMA, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1892.6,1921.85,1848.72,1848.72,target,1.3706,1370.59,closed
BACKTEST,2026-03-06,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,486.0,474.04,503.94,474.04,stop,-1.0813,-1081.27,closed
BACKTEST,2026-03-11,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,485.0,472.64,503.54,472.64,stop,-1.0785,-1078.49,closed
BACKTEST,2026-03-16,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,455.0,442.46,473.82,442.46,stop,-1.0725,-1072.55,closed
BACKTEST,2026-03-23,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,428.95,416.87,447.08,416.87,stop,-1.071,-1071.0,closed
BACKTEST,2026-04-02,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,412.45,400.02,431.09,431.09,target,1.4336,1433.61,closed
BACKTEST,2026-04-13,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,430.05,417.35,449.1,449.1,target,1.4323,1432.28,closed
BACKTEST,2026-04-23,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,458.9,445.34,479.24,445.34,stop,-1.0677,-1067.68,closed
BACKTEST,2026-05-05,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,446.8,434.85,464.73,464.73,target,1.4252,1425.23,closed
BACKTEST,2026-05-08,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,485.0,472.82,503.27,472.82,stop,-1.0796,-1079.63,closed
BACKTEST,2026-05-13,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,480.8,468.17,499.74,468.17,stop,-1.0761,-1076.15,closed
BACKTEST,2026-05-18,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,466.8,453.92,486.12,453.92,stop,-1.0725,-1072.49,closed
BACKTEST,2026-05-21,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,453.0,440.63,471.55,440.63,stop,-1.0732,-1073.25,closed
BACKTEST,2026-06-01,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,441.0,429.68,457.97,429.68,stop,-1.0779,-1077.95,closed
BACKTEST,2026-06-04,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,417.5,405.59,435.36,435.36,target,1.4299,1429.86,closed
BACKTEST,2026-06-12,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,421.0,409.91,437.64,437.64,target,1.4241,1424.09,closed
BACKTEST,2026-07-03,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,448.9,439.12,463.57,439.12,stop,-1.0918,-1091.78,closed
BACKTEST,2026-07-08,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,452.0,442.19,466.71,442.19,stop,-1.0922,-1092.2,closed
BACKTEST,2026-07-13,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,442.0,431.69,457.46,431.69,stop,-1.0858,-1085.75,closed
BACKTEST,2026-07-17,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,426.5,417.21,440.44,417.21,stop,-1.0918,-1091.78,closed
BACKTEST,2026-08-03,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,423.8,414.44,437.84,414.44,stop,-1.0905,-1090.54,closed
BACKTEST,2026-08-06,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,415.0,405.45,429.33,405.45,stop,-1.0869,-1086.89,closed
BACKTEST,2026-08-14,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,408.0,400.09,419.87,400.09,stop,-1.1032,-1103.16,closed
BACKTEST,2026-08-21,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,400.05,393.08,410.5,393.08,stop,-1.1148,-1114.85,closed
BACKTEST,2026-08-27,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,393.5,387.13,403.06,387.13,stop,-1.1235,-1123.46,closed
BACKTEST,2026-09-01,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,384.0,377.59,393.61,377.59,stop,-1.1199,-1119.91,closed
BACKTEST,2026-09-07,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,380.9,374.72,390.17,374.72,stop,-1.1232,-1123.25,closed
BACKTEST,2026-09-10,,197633,DABUR,E1,"DABUR, daily: when VWAP is in its lowest 20% → it tends to go UP over the next 20 days.",direct,stop1_tgt1.5,370.45,364.23,379.78,376.0,time,0.7736,773.58,closed
BACKTEST,2026-01-19,,3050241,YESBANK,E1,"YESBANK, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,23.99,24.51,23.21,23.21,target,1.4077,1407.68,closed
BACKTEST,2026-06-01,,3050241,YESBANK,E1,"YESBANK, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,23.28,23.92,22.31,22.31,target,1.4277,1427.65,closed
BACKTEST,2026-06-08,,3050241,YESBANK,E1,"YESBANK, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,22.94,23.58,21.97,23.58,stop,-1.0713,-1071.27,closed
BACKTEST,2026-06-17,,3050241,YESBANK,E1,"YESBANK, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,23.9,24.61,22.83,24.61,stop,-1.0669,-1066.89,closed
BACKTEST,2026-06-22,,3050241,YESBANK,E1,"YESBANK, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,25.5,26.24,24.39,24.39,target,1.4309,1430.93,closed
BACKTEST,2026-07-02,,3050241,YESBANK,E1,"YESBANK, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,24.6,25.3,23.54,23.54,target,1.4302,1430.17,closed
BACKTEST,2026-07-10,,3050241,YESBANK,E1,"YESBANK, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,23.9,24.54,22.94,22.94,target,1.4251,1425.1,closed
BACKTEST,2026-07-22,,3050241,YESBANK,E1,"YESBANK, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,23.16,23.72,22.32,22.32,target,1.4169,1416.93,closed
BACKTEST,2026-01-12,,969473,WIPRO,E1,"WIPRO, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,254.15,258.77,247.23,258.77,stop,-1.1101,-1110.14,closed
BACKTEST,2026-01-20,,969473,WIPRO,E1,"WIPRO, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,239.75,246.01,230.37,246.01,stop,-1.0766,-1076.64,closed
BACKTEST,2026-02-03,,969473,WIPRO,E1,"WIPRO, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,259.21,265.14,250.31,250.31,target,1.4126,1412.64,closed
BACKTEST,2026-02-06,,969473,WIPRO,E1,"WIPRO, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,232.93,240.12,222.14,222.14,target,1.4352,1435.24,closed
BACKTEST,2026-02-16,,969473,WIPRO,E1,"WIPRO, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,214.62,221.63,204.11,204.11,target,1.4388,1438.75,closed
BACKTEST,2026-03-30,,969473,WIPRO,E1,"WIPRO, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,189.99,195.17,182.22,195.17,stop,-1.0733,-1073.32,closed
BACKTEST,2026-04-07,,969473,WIPRO,E1,"WIPRO, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,197.01,202.53,188.73,202.53,stop,-1.0714,-1071.41,closed
BACKTEST,2026-04-10,,969473,WIPRO,E1,"WIPRO, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,208.7,214.22,200.42,200.42,target,1.4244,1424.37,closed
BACKTEST,2026-04-16,,969473,WIPRO,E1,"WIPRO, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,212.98,218.72,204.37,204.37,target,1.4258,1425.83,closed
BACKTEST,2026-04-22,,969473,WIPRO,E1,"WIPRO, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,203.5,208.97,195.3,195.3,target,1.4256,1425.59,closed
BACKTEST,2026-05-25,,969473,WIPRO,E1,"WIPRO, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,207.0,211.26,200.61,200.61,target,1.4028,1402.8,closed
BACKTEST,2026-06-01,,969473,WIPRO,E1,"WIPRO, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,205.1,210.05,197.68,210.05,stop,-1.0829,-1082.94,closed
BACKTEST,2026-06-04,,969473,WIPRO,E1,"WIPRO, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,203.0,207.99,195.51,195.51,target,1.4187,1418.7,closed
BACKTEST,2026-06-09,,969473,WIPRO,E1,"WIPRO, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,183.97,190.42,174.29,174.29,target,1.443,1442.97,closed
BACKTEST,2026-06-25,,969473,WIPRO,E1,"WIPRO, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,176.0,180.94,168.6,180.94,stop,-1.0713,-1071.32,closed
BACKTEST,2026-07-30,,969473,WIPRO,E1,"WIPRO, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,183.4,187.12,177.82,187.12,stop,-1.0986,-1098.55,closed
BACKTEST,2026-08-05,,969473,WIPRO,E1,"WIPRO, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,187.0,191.18,180.73,180.73,target,1.4106,1410.59,closed
BACKTEST,2026-08-20,,969473,WIPRO,E1,"WIPRO, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,181.56,184.98,176.43,176.43,target,1.3937,1393.75,closed
BACKTEST,2026-09-02,,969473,WIPRO,E1,"WIPRO, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,180.0,183.57,174.65,174.65,target,1.3991,1399.1,closed
BACKTEST,2026-09-09,,969473,WIPRO,E1,"WIPRO, daily: when volume flow (OBV) is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,168.7,172.05,163.68,167.32,time,0.3113,311.29,closed
BACKTEST,2026-01-12,,5573121,ICICIGI,E1,"ICICIGI, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1895.9,1932.8,1840.55,1840.55,target,1.3972,1397.24,closed
BACKTEST,2026-01-19,,5573121,ICICIGI,E1,"ICICIGI, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1870.2,1912.05,1807.42,1807.42,target,1.4106,1410.63,closed
BACKTEST,2026-02-04,,5573121,ICICIGI,E1,"ICICIGI, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1861.5,1903.96,1797.81,1903.96,stop,-1.0877,-1087.69,closed
BACKTEST,2026-02-12,,5573121,ICICIGI,E1,"ICICIGI, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1935.0,1977.23,1871.66,1977.23,stop,-1.0916,-1091.64,closed
BACKTEST,2026-02-20,,5573121,ICICIGI,E1,"ICICIGI, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1936.4,1977.43,1874.85,1874.85,target,1.4056,1405.62,closed
BACKTEST,2026-03-05,,5573121,ICICIGI,E1,"ICICIGI, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1855.5,1899.56,1789.41,1899.56,stop,-1.0842,-1084.23,closed
BACKTEST,2026-03-11,,5573121,ICICIGI,E1,"ICICIGI, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1890.0,1933.4,1824.9,1824.9,target,1.4129,1412.9,closed
BACKTEST,2026-04-17,,5573121,ICICIGI,E1,"ICICIGI, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1899.0,1954.96,1815.06,1815.06,target,1.4321,1432.13,closed
BACKTEST,2026-05-27,,5573121,ICICIGI,E1,"ICICIGI, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1861.0,1905.59,1794.11,1794.11,target,1.4165,1416.53,closed
BACKTEST,2026-06-22,,5573121,ICICIGI,E1,"ICICIGI, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1877.9,1924.69,1807.72,1807.72,target,1.4197,1419.72,closed
BACKTEST,2026-01-12,,1152769,MPHASIS,E1,"MPHASIS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2764.7,2823.81,2676.03,2823.81,stop,-1.0935,-1093.54,closed
BACKTEST,2026-01-20,,1152769,MPHASIS,E1,"MPHASIS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2801.0,2869.53,2698.21,2698.21,target,1.4183,1418.25,closed
BACKTEST,2026-01-23,,1152769,MPHASIS,E1,"MPHASIS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2773.5,2848.75,2660.63,2660.63,target,1.4263,1426.28,closed
BACKTEST,2026-02-04,,1152769,MPHASIS,E1,"MPHASIS, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,2685.5,2775.34,2550.74,2550.74,target,1.4402,1440.22,closed
BACKTEST,2026-01-12,,492033,KOTAKBANK,E1,"KOTAKBANK, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,425.4,432.21,415.18,415.18,target,1.3751,1375.12,closed
BACKTEST,2026-01-21,,492033,KOTAKBANK,E1,"KOTAKBANK, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,422.1,429.84,410.49,410.49,target,1.3909,1390.88,closed
BACKTEST,2026-01-29,,492033,KOTAKBANK,E1,"KOTAKBANK, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,407.0,416.14,393.3,416.14,stop,-1.0891,-1089.1,closed
BACKTEST,2026-02-05,,492033,KOTAKBANK,E1,"KOTAKBANK, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,411.0,420.4,396.9,420.4,stop,-1.0875,-1087.46,closed
BACKTEST,2026-02-10,,492033,KOTAKBANK,E1,"KOTAKBANK, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,430.8,440.78,415.83,415.83,target,1.4137,1413.67,closed
BACKTEST,2026-02-24,,492033,KOTAKBANK,E1,"KOTAKBANK, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,430.9,439.81,417.53,417.53,target,1.4033,1403.3,closed
BACKTEST,2026-03-04,,492033,KOTAKBANK,E1,"KOTAKBANK, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,405.0,413.61,392.09,392.09,target,1.4059,1405.92,closed
BACKTEST,2026-06-15,,492033,KOTAKBANK,E1,"KOTAKBANK, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,408.0,417.47,393.8,393.8,target,1.4138,1413.82,closed
BACKTEST,2026-07-02,,492033,KOTAKBANK,E1,"KOTAKBANK, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,400.45,408.81,387.91,387.91,target,1.4042,1404.23,closed
BACKTEST,2026-08-05,,492033,KOTAKBANK,E1,"KOTAKBANK, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,397.0,404.6,385.61,404.6,stop,-1.1045,-1104.52,closed
BACKTEST,2026-08-25,,492033,KOTAKBANK,E1,"KOTAKBANK, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,398.3,405.27,387.85,405.27,stop,-1.1144,-1114.36,closed
BACKTEST,2026-08-28,,492033,KOTAKBANK,E1,"KOTAKBANK, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,424.6,432.42,412.87,412.87,target,1.3914,1391.39,closed
BACKTEST,2026-01-12,,2955009,COFORGE,E1,"COFORGE, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1685.0,1732.66,1613.51,1732.66,stop,-1.0707,-1070.71,closed
BACKTEST,2026-01-20,,2955009,COFORGE,E1,"COFORGE, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1731.0,1776.26,1663.11,1663.11,target,1.4235,1423.51,closed
BACKTEST,2026-01-23,,2955009,COFORGE,E1,"COFORGE, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1673.9,1725.03,1597.21,1725.03,stop,-1.0655,-1065.48,closed
BACKTEST,2026-02-05,,2955009,COFORGE,E1,"COFORGE, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1598.0,1658.73,1506.9,1506.9,target,1.4474,1447.38,closed
BACKTEST,2026-06-03,,2955009,COFORGE,E1,"COFORGE, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1490.0,1547.3,1404.04,1404.04,target,1.448,1448.0,closed
BACKTEST,2026-07-14,,2955009,COFORGE,E1,"COFORGE, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1545.0,1601.14,1460.79,1460.79,target,1.445,1444.96,closed
BACKTEST,2026-07-28,,2955009,COFORGE,E1,"COFORGE, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1570.0,1620.37,1494.44,1620.37,stop,-1.0623,-1062.34,closed
BACKTEST,2026-07-31,,2955009,COFORGE,E1,"COFORGE, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1710.0,1770.19,1619.72,1770.19,stop,-1.0568,-1056.82,closed
BACKTEST,2026-08-05,,2955009,COFORGE,E1,"COFORGE, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1745.1,1803.27,1657.85,1803.27,stop,-1.06,-1060.0,closed
BACKTEST,2026-08-10,,2955009,COFORGE,E1,"COFORGE, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1783.1,1839.79,1698.07,1839.79,stop,-1.0629,-1062.91,closed
BACKTEST,2026-08-24,,2955009,COFORGE,E1,"COFORGE, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1891.7,1940.53,1818.45,1940.53,stop,-1.0775,-1077.48,closed
BACKTEST,2026-09-02,,2955009,COFORGE,E1,"COFORGE, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1970.0,2019.39,1895.91,1895.91,target,1.4202,1420.23,closed
BACKTEST,2026-09-11,,2955009,COFORGE,E1,"COFORGE, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,1807.3,1862.61,1724.34,1854.1,time,-0.9115,-911.49,closed
BACKTEST,2026-01-12,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,145.67,150.18,138.91,150.18,stop,-1.0647,-1064.66,closed
BACKTEST,2026-01-16,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,152.45,157.07,145.51,145.51,target,1.4341,1434.07,closed
BACKTEST,2026-01-22,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,148.05,152.69,141.09,152.69,stop,-1.0638,-1063.83,closed
BACKTEST,2026-01-28,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,157.0,162.29,149.06,149.06,target,1.4407,1440.65,closed
BACKTEST,2026-02-02,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,148.1,154.14,139.05,154.14,stop,-1.0491,-1049.08,closed
BACKTEST,2026-02-05,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,155.9,162.04,146.69,162.04,stop,-1.0508,-1050.8,closed
BACKTEST,2026-02-13,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,157.8,163.39,149.41,163.39,stop,-1.0564,-1056.41,closed
BACKTEST,2026-02-27,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,164.75,170.22,156.54,156.54,target,1.4398,1439.77,closed
BACKTEST,2026-03-06,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,155.4,161.57,146.14,146.14,target,1.4496,1449.64,closed
BACKTEST,2026-03-11,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,150.82,156.99,141.57,156.99,stop,-1.0489,-1048.91,closed
BACKTEST,2026-03-24,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,146.46,153.2,136.36,153.2,stop,-1.0435,-1043.49,closed
BACKTEST,2026-04-02,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,154.0,160.9,143.65,160.9,stop,-1.0446,-1044.65,closed
BACKTEST,2026-04-08,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,164.95,171.75,154.76,171.75,stop,-1.0485,-1048.54,closed
BACKTEST,2026-04-20,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,173.4,179.97,163.54,179.97,stop,-1.0528,-1052.77,closed
BACKTEST,2026-04-29,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,187.0,192.81,178.28,178.28,target,1.4356,1435.65,closed
BACKTEST,2026-05-14,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,203.0,209.87,192.7,192.7,target,1.4409,1440.86,closed
BACKTEST,2026-05-19,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,192.0,199.24,181.13,199.24,stop,-1.053,-1053.0,closed
BACKTEST,2026-05-22,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,197.0,204.26,186.11,204.26,stop,-1.0543,-1054.29,closed
BACKTEST,2026-06-01,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,205.2,212.05,194.93,194.93,target,1.4401,1440.06,closed
BACKTEST,2026-06-09,,758529,SAIL,E1,"SAIL, daily: when VWAP is in its highest 20% → it tends to go DOWN over the next 20 days.",inverse,stop1_tgt1.5,186.0,192.97,175.54,175.54,target,1.4466,1446.65,closed
